736.328125000	8.440599759
734.394073486	8.303976996
725.418090820	8.286432372
715.400695801	8.099141961
704.639434814	7.810025477
694.473266602	7.651415395
685.050964355	7.321995646
670.421600342	6.993300302
660.255432129	6.610138750
646.717071533	6.278513658
632.087707520	5.952959789
622.665405273	5.643359006
608.135223389	5.265039776
592.761993408	4.898966986
582.645416260	4.640931120
567.718505859	4.026434526
551.700592041	3.778885040
539.005279541	3.474175776
526.805877686	2.998229272
510.589599609	2.641862654
499.778747559	2.549770118
485.198974609	2.046924198
468.536376953	1.518471811
455.394744873	1.241030183
443.641662598	1.044616749
426.483154297	0.495114767
414.581298828	0.247803740
399.257659912	0.133686764
383.586883545	-0.333239017
368.461608887	-0.938916485
356.857299805	-0.726420012
339.252471924	-1.128961376
327.796936035	-1.859480158
312.126159668	-1.894658280
293.777465820	-2.187374638
283.313751221	-2.993809306
266.948699951	-3.057618935
250.682830811	-3.358360584
238.979339600	-3.811950774
222.316741943	-4.283157457
209.819793701	-4.105237312
193.405151367	-4.956201822
180.065155029	-4.708756151
166.427612305	-5.735239406
150.062561035	-5.296052958
132.011413574	-5.676027803
119.812011719	-6.560892804
102.554321289	-6.468434175
84.403991699	-6.692413592
73.493957520	-7.292092862
56.484222412	-7.461514201
39.573669434	-7.510342135
27.076721191	-7.607611334
10.513305664	-7.139484932
-6.198883057	-4.258886585
-18.745422363	-1.685746661
-35.308837891	0.383672814
-52.318572998	3.573267047
-64.319610596	5.005921789
-80.387115479	5.705778145
-98.388671875	7.239945428
-111.034393311	9.260034157
-127.151489258	11.575100182
-143.913269043	12.452172907
-156.261444092	12.466405101
-173.568725586	12.808086769
-190.677642822	12.719397461
-202.430725098	12.203549337
-219.142913818	12.370362846
-236.301422119	12.330352111
-248.847961426	12.061724313
-264.865875244	11.820093022
-281.826019287	11.629680657
-294.322967529	11.338631562
-309.547424316	10.984200030
-325.912475586	10.735517596
-339.450836182	10.637604012
-354.724884033	10.011098192
-372.081756592	9.658323405
-383.834838867	9.599045409
-399.059295654	9.186545041
-416.416168213	8.886241754
-427.623748779	8.575218882
-444.187164307	8.280889198
-460.254669189	7.802159039
-471.958160400	7.630522038
-487.876892090	7.298339454
-504.787445068	6.925938598
-515.449523926	6.607717587
-532.508850098	6.316749806
-548.278808594	5.947731917
-559.883117676	5.691885535
-575.752258301	5.186797886
-591.819763184	4.864524505
-603.027343750	4.758241035
-619.491577148	4.340725630
-630.599975586	3.946434397
-646.816253662	3.669937185
-663.429260254	3.275331257
-678.802490234	3.041370113
-707.317352295	1.878295540
-704.639434814	2.137929137
-698.043823242	2.233769416
-687.828063965	2.321777435
-679.248809814	2.950532962
-667.743682861	3.231369343
-654.354095459	3.347368988
-644.237518311	3.622067018
-631.443023682	4.250713398
-616.962432861	4.439092260
-606.796264648	4.516611863
-592.613220215	5.215671227
-577.934265137	5.660227585
-567.867279053	5.414516975
-552.940368652	5.913814253
-537.765502930	6.401603456
-526.954650879	6.282240118
-511.829376221	6.610119834
-496.604919434	7.094294150
-485.347747803	7.463542820
-470.867156982	7.543095883
-455.245971680	7.885948957
-443.195343018	8.549770019
-428.268432617	8.655801068
-411.903381348	9.012347735
-400.150299072	9.730116302
-385.025024414	9.993062655
-369.155883789	10.156870867
-357.353210449	10.644163454
-341.781616211	11.074018762
-325.416564941	11.328518075
-313.613891602	11.393559022
-298.538208008	11.972463257
-280.338287354	12.380185762
-268.486022949	12.305218239
-253.559112549	12.933953382
-241.260528564	12.954650672
-225.044250488	13.353094973
-207.439422607	13.714152774
-190.677642822	14.108449527
-179.817199707	14.322127635
-164.642333984	14.569772752
-150.756835938	15.133631107
-133.846282959	15.133611391
-116.935729980	15.371874175
-101.364135742	15.570675611
-89.164733887	16.086005715
-73.196411133	16.048969252
-59.955596924	16.329602035
-42.747497559	16.498403824
-25.390625000	16.325665215
-9.719848633	15.358175888
1.983642578	13.642844405
17.852783203	11.123085062
35.804748535	8.035557928
47.111511230	5.776666485
63.179016113	2.801319700
80.337524414	-1.330073352
92.933654785	-3.651233037
110.290527344	-4.398267372
125.167846680	-4.822756328
138.359069824	-4.834783249
156.757354736	-4.499768446
169.799804688	-4.400406937
186.412811279	-4.211275609
203.868865967	-3.974169222
217.456817627	-3.544097584
230.548858643	-3.271978083
248.500823975	-2.935059421
261.344909668	-2.631106975
277.462005615	-2.256309132
294.570922852	-1.906538718
308.753967285	-1.694617106
321.598052979	-1.462636622
339.302062988	-0.954017931
351.005554199	-0.762068398
367.668151855	-0.456774948
383.636474609	-0.064240574
397.323608398	0.446444626
411.705017090	0.558822081
428.615570068	0.911038921
440.914154053	1.336570968
456.535339355	1.664962507
472.255706787	1.928572030
486.984252930	2.307036858
499.778747559	2.926552940
516.838073730	3.287385266
528.144836426	3.468722509
544.956207275	4.029650951
560.577392578	4.517014230
574.562072754	4.569115915
587.059020996	4.992017405
603.771209717	5.509664302
616.069793701	5.403768806
631.492614746	5.941876375
647.758483887	6.351266950
661.396026611	6.879616040
673.645019531	6.828253677
690.555572510	7.245366436
701.663970947	7.803265923
